gvkey,firm_name,industry,hq_lat,hq_lon,firm_age,initial_size,adopt_digital,digital_year,year,treated,rel_year,log_revenue,revenue,emp,xrd,xsga,ppent,revenue_growth,has_digital_mention
29,Company_029,Manufacturing,37.04731837434656,-85.83148864801386,33,4.375315454672937,0,,2015,0,,6.11193763004929,451.2121509188976,101.67480865171021,21.765069805406245,91.18722720254135,263.6453261631453,0.1365691173226562,0
29,Company_029,Manufacturing,37.04731837434656,-85.83148864801386,33,4.375315454672937,0,,2016,0,,6.174581360592378,480.38187503562455,100.30865119089941,26.617862290306274,90.89956403992235,307.82435641883416,0.0626437305430878,0
29,Company_029,Manufacturing,37.04731837434656,-85.83148864801386,33,4.375315454672937,0,,2017,0,,6.193788170658566,489.6976552976724,101.254637307948,23.45461902963351,100.12114245010258,265.5604779274325,0.019206810066187963,0
29,Company_029,Manufacturing,37.04731837434656,-85.83148864801386,33,4.375315454672937,0,,2018,0,,6.237571558483067,511.6145750666308,86.28367609373764,24.846967913525837,102.20419082052041,296.5502799275487,0.04378338782450086,0
29,Company_029,Manufacturing,37.04731837434656,-85.83148864801386,33,4.375315454672937,0,,2019,0,,6.325680837960392,558.7380943000663,75.44842248513784,28.10698371227959,114.6676101627138,348.9252654880268,0.08810927947732505,0
30,Company_030,Technology,39.21500650317623,-120.22497677116746,24,5.908224696271512,1,2015.0,2010,0,-5.0,6.185754691205722,485.77943877410416,335.1678516988338,77.7172618853516,95.91306956646046,124.45405409757097,,0
30,Company_030,Technology,39.21500650317623,-120.22497677116746,24,5.908224696271512,1,2015.0,2011,0,-4.0,6.41368493884083,610.1378643976454,322.163032673468,90.83970114069106,116.6223381558331,195.79112812572865,0.22793024763510772,0
30,Company_030,Technology,39.21500650317623,-120.22497677116746,24,5.908224696271512,1,2015.0,2012,0,-3.0,6.404230740513588,604.3966819226163,378.8047727663003,96.24540770607041,117.4582548249799,180.3967825565516,-0.009454198327241592,0
30,Company_030,Technology,39.21500650317623,-120.22497677116746,24,5.908224696271512,1,2015.0,2013,0,-2.0,6.728095459311963,835.5544022426087,385.68825997651777,129.26989145209166,170.72440730542047,243.90364325192712,0.323864718798375,0
30,Company_030,Technology,39.21500650317623,-120.22497677116746,24,5.908224696271512,1,2015.0,2014,0,-1.0,6.727510554370068,835.0658252429943,405.80834589413354,123.26889050162642,163.04452502790673,264.60664409346015,-0.0005849049418955587,1
30,Company_030,Technology,39.21500650317623,-120.22497677116746,24,5.908224696271512,1,2015.0,2015,1,0.0,6.883034759540056,975.5825302806664,518.2071556834732,159.38564174045092,202.77609282386933,299.61967487512857,0.15552420516998833,1
30,Company_030,Technology,39.21500650317623,-120.22497677116746,24,5.908224696271512,1,2015.0,2016,1,1.0,7.10696617735968,1220.4393274343988,414.6018799322165,212.14690837057717,250.966374734859,420.770519614488,0.22393141781962367,1
30,Company_030,Technology,39.21500650317623,-120.22497677116746,24,5.908224696271512,1,2015.0,2017,1,2.0,7.410890081078848,1653.8977950469641,456.1845252337206,284.33796720282163,340.38936473217257,480.0210492447099,0.3039239037191681,0
30,Company_030,Technology,39.21500650317623,-120.22497677116746,24,5.908224696271512,1,2015.0,2018,1,3.0,7.504867010645287,1816.8636251847015,464.1231212668954,285.60805532162783,382.32738420793777,543.0851278708784,0.09397692956643944,0
30,Company_030,Technology,39.21500650317623,-120.22497677116746,24,5.908224696271512,1,2015.0,2019,1,4.0,7.561560460267986,1922.8436946808629,464.0336143229762,314.323210479596,469.86909232476165,667.4331658732384,0.05669344962269829,0
31,Company_031,Retail,44.04504048573098,-108.72036396891916,43,3.825120061495644,0,,2010,0,,5.614003816469848,274.2400496540175,54.80004252311552,13.064832274807996,53.285609892998366,82.14401017331484,,0
31,Company_031,Retail,44.04504048573098,-108.72036396891916,43,3.825120061495644,0,,2011,0,,5.92629318980216,374.7627615113715,47.05898817585376,19.437180485252483,80.92415616261164,110.06167427098384,0.31228937333231244,0
31,Company_031,Retail,44.04504048573098,-108.72036396891916,43,3.825120061495644,0,,2012,0,,5.6536454367848545,285.32972369296766,45.93637411031183,14.107884237568317,59.62604363359769,82.46592968362908,-0.2726477530173055,0
31,Company_031,Retail,44.04504048573098,-108.72036396891916,43,3.825120061495644,0,,2013,0,,5.7349202045429655,309.4882740156044,42.58856386017549,14.123851981061195,62.11156736360602,90.42716020925486,0.08127476775811093,0
31,Company_031,Retail,44.04504048573098,-108.72036396891916,43,3.825120061495644,0,,2014,0,,6.142139227825883,465.0473497515028,45.71333492395932,24.094462322532294,89.3543213040795,126.55022440882249,0.40721902328291737,0
31,Company_031,Retail,44.04504048573098,-108.72036396891916,43,3.825120061495644,0,,2015,0,,5.820949238197641,337.29207223782817,43.66765795835061,17.693394207093174,60.782573635470115,94.96263451265382,-0.32118998962824197,0
31,Company_031,Retail,44.04504048573098,-108.72036396891916,43,3.825120061495644,0,,2016,0,,6.0928806668364395,442.6948324365972,53.66868624056018,22.140622859481777,79.86590655618292,109.87504362086256,0.2719314286387986,0
31,Company_031,Retail,44.04504048573098,-108.72036396891916,43,3.825120061495644,0,,2017,0,,6.121215997479281,455.41814525061267,40.63717411487152,21.477045679041048,86.52264231022555,123.59033264585517,0.028335330642841328,0
31,Company_031,Retail,44.04504048573098,-108.72036396891916,43,3.825120061495644,0,,2018,0,,6.112490054133812,451.4614802397144,43.92025004867321,22.008724801709953,84.81168103985001,152.20321903586446,-0.008725943345468501,0
31,Company_031,Retail,44.04504048573098,-108.72036396891916,43,3.825120061495644,0,,2019,0,,6.121414586901022,455.5085954576582,50.62182348770156,22.867109204226782,92.34288178454159,137.21512800215652,0.008924532767209392,0
32,Company_032,Energy,28.833815451382975,-96.07023507730459,20,5.834182697800948,0,,2010,0,,6.194457973447196,490.0257660252495,371.18416216935907,25.916897240852347,98.77783273475913,141.763169325915,,0
32,Company_032,Energy,28.833815451382975,-96.07023507730459,20,5.834182697800948,0,,2011,0,,6.1542225344345445,470.7007465437117,401.2305435650216,24.588377333485532,96.64443780760725,151.6530933564195,-0.04023543901265114,0
32,Company_032,Energy,28.833815451382975,-96.07023507730459,20,5.834182697800948,0,,2012,0,,6.146788236882455,467.2143924898159,386.6815240986149,23.202542935934687,90.37723735725343,147.0792483820372,-0.007434297552089575,0
32,Company_032,Energy,28.833815451382975,-96.07023507730459,20,5.834182697800948,0,,2013,0,,6.098834241940436,445.33831063447144,375.9022245028209,22.300744527563296,82.97412637240093,133.41351549070177,-0.04795399494201913,0
32,Company_032,Energy,28.833815451382975,-96.07023507730459,20,5.834182697800948,0,,2014,0,,6.404813057414884,604.7487348188146,391.3924664122198,31.88846025058159,116.85564242838142,190.8199112428937,0.3059788154744485,0
32,Company_032,Energy,28.833815451382975,-96.07023507730459,20,5.834182697800948,0,,2015,0,,6.63403801700878,760.5470804450728,398.5451688197121,37.593765957286436,139.08897226239066,239.40647643650703,0.22922495959389533,0
32,Company_032,Energy,28.833815451382975,-96.07023507730459,20,5.834182697800948,0,,2016,0,,6.254408700955377,520.3016299250927,418.6397638627612,26.252558852630422,98.24809981947031,142.09688667919752,-0.37962931605340255,0
32,Company_032,Energy,28.833815451382975,-96.07023507730459,20,5.834182697800948,0,,2017,0,,6.5942042491965,730.8470830820279,471.79009076387945,36.176030076910344,149.60991269914717,225.2784268968569,0.33979554824112324,0
32,Company_032,Energy,28.833815451382975,-96.07023507730459,20,5.834182697800948,0,,2018,0,,6.606247437350487,739.7020258610794,528.0540078218739,36.532228511347114,149.50785461988724,230.89563163554544,0.012043188153986861,0
32,Company_032,Energy,28.833815451382975,-96.07023507730459,20,5.834182697800948,0,,2019,0,,6.770803996356626,872.0127072669358,468.1733279288679,41.749816326774045,183.24726594325938,277.7316359860844,0.1645565590061393,0
33,Company_033,Finance,42.06388652441711,-71.46083728373067,6,6.500728411643157,1,2015.0,2010,0,-5.0,6.581014825341283,721.2709219765056,671.1294898290946,35.93431061138129,163.78128617353397,240.9657438600526,,0
33,Company_033,Finance,42.06388652441711,-71.46083728373067,6,6.500728411643157,1,2015.0,2011,0,-4.0,6.621932824309539,751.396010955479,651.9726207301605,34.12614905855665,146.07772379130466,227.48054588334105,0.040917998968255986,0
33,Company_033,Finance,42.06388652441711,-71.46083728373067,6,6.500728411643157,1,2015.0,2012,0,-3.0,6.476084551582039,649.423178742137,661.0634572614995,34.29324705156018,115.74935132266714,183.32533378378943,-0.14584827272750012,0
33,Company_033,Finance,42.06388652441711,-71.46083728373067,6,6.500728411643157,1,2015.0,2013,0,-2.0,6.681313873727414,797.3660624055171,596.2958104436105,41.37697117817485,167.35499503196127,281.54787396950525,0.20522932214537537,0
33,Company_033,Finance,42.06388652441711,-71.46083728373067,6,6.500728411643157,1,2015.0,2014,0,-1.0,6.692293819293533,806.1693396767898,599.9529883750475,41.58076924212845,150.16407394934507,230.83994279338333,0.010979945566118587,1
33,Company_033,Finance,42.06388652441711,-71.46083728373067,6,6.500728411643157,1,2015.0,2015,1,0.0,6.69807724162322,810.8452658319069,701.5759086418108,47.44587721737715,182.9616070950588,249.44843846748466,0.005783422329686871,1
33,Company_033,Finance,42.06388652441711,-71.46083728373067,6,6.500728411643157,1,2015.0,2016,1,1.0,7.066845508237093,1172.443730632535,634.6142765494355,65.9058303777357,264.16891165889933,368.74945946448025,0.3687682666138734,1
33,Company_033,Finance,42.06388652441711,-71.46083728373067,6,6.500728411643157,1,2015.0,2017,1,2.0,7.033065958824432,1133.500554142043,874.1931076343004,63.575234945974444,238.04391382462586,348.4449194175278,-0.03377954941266115,0
33,Company_033,Finance,42.06388652441711,-71.46083728373067,6,6.500728411643157,1,2015.0,2018,1,3.0,7.3798850542782635,1603.4054526426069,1048.3823587687998,87.24520045549468,367.83410167416747,484.95709168707043,0.3468190954538315,0
33,Company_033,Finance,42.06388652441711,-71.46083728373067,6,6.500728411643157,1,2015.0,2019,1,4.0,7.386379815646033,1613.8530791286873,1101.0191927160115,92.93508244422446,365.1631565915312,530.4107177411822,0.006494761367769719,0
34,Company_034,Technology,37.80484172451852,-120.07037883534313,20,3.402753270705491,1,2015.0,2010,0,-5.0,5.326136205009933,205.64187911043084,36.92573025938852,33.9406774095955,42.12839641798851,60.88018200582194,,0
34,Company_034,Technology,37.80484172451852,-120.07037883534313,20,3.402753270705491,1,2015.0,2011,0,-4.0,5.817475039993328,336.1222859374775,29.350066696703486,48.017313864207324,69.78488698217681,96.8663048272859,0.49133883498339515,0
34,Company_034,Technology,37.80484172451852,-120.07037883534313,20,3.402753270705491,1,2015.0,2012,0,-3.0,5.772167748094537,321.23333137554624,33.671274224938664,50.52022561327736,62.30883251390009,85.1457849351727,-0.04530729189879068,0
34,Company_034,Technology,37.80484172451852,-120.07037883534313,20,3.402753270705491,1,2015.0,2013,0,-2.0,5.867213702696249,353.26331111052934,31.27282002530309,51.81442705649459,70.86155048977234,102.25168290123824,0.09504595460171217,0
34,Company_034,Technology,37.80484172451852,-120.07037883534313,20,3.402753270705491,1,2015.0,2014,0,-1.0,5.5865017656688964,266.8006540949995,,36.98940918655291,54.37157507260403,74.38279225687256,-0.28071193702735275,1
34,Company_034,Technology,37.80484172451852,-120.07037883534313,20,3.402753270705491,1,2015.0,2015,1,0.0,6.003178571965776,404.71316109197585,32.18619127303861,68.84752582964975,90.3422438733985,116.08245304117541,0.41667680629687975,1
34,Company_034,Technology,37.80484172451852,-120.07037883534313,20,3.402753270705491,1,2015.0,2016,1,1.0,6.122365696519884,455.9420401583095,33.07574276545879,80.64231273090216,95.88404457372853,158.94017444198775,0.11918712455410763,1
34,Company_034,Technology,37.80484172451852,-120.07037883534313,20,3.402753270705491,1,2015.0,2017,1,2.0,6.280484675211328,534.0474406652994,31.820255687020335,88.68077883920103,110.31751867464259,181.46203712013227,0.1581189786914443,0
34,Company_034,Technology,37.80484172451852,-120.07037883534313,20,3.402753270705491,1,2015.0,2018,1,3.0,6.3452238303979485,569.7649061495488,34.770703878487915,92.11370392366399,122.04694610199725,145.4449643774295,0.06473915518662032,0
34,Company_034,Technology,37.80484172451852,-120.07037883534313,20,3.402753270705491,1,2015.0,2019,1,4.0,6.4349325431395625,623.2405395954479,38.987409745351364,101.16311821170932,122.50990596608611,180.9372745469667,0.08970871274161407,0
35,Company_035,Finance,40.95049285034588,-73.65355179050303,28,5.979572466574641,0,,2010,0,,6.486271036165368,656.072326163965,463.08098288979875,34.837772039494105,142.59471013882163,196.24060791203306,,0
35,Company_035,Finance,40.95049285034588,-73.65355179050303,28,5.979572466574641,0,,2011,0,,6.268822419128016,527.855419301356,435.02449674902124,27.237740321373597,108.77280537257016,159.69887246400154,-0.21744861703735197,0
35,Company_035,Finance,40.95049285034588,-73.65355179050303,28,5.979572466574641,0,,2012,0,,6.1012301095744945,446.40656146192214,376.23999588215054,22.097604654096944,87.01734371563778,137.44329730032945,-0.16759230955352145,0
35,Company_035,Finance,40.95049285034588,-73.65355179050303,28,5.979572466574641,0,,2013,0,,6.377333701621249,588.3568794469196,428.7010998360345,28.139547833115824,114.59245778101737,196.45712612126758,0.2761035920467547,0
35,Company_035,Finance,40.95049285034588,-73.65355179050303,28,5.979572466574641,0,,2014,0,,6.4541735600742385,635.3484319096548,414.304976697671,34.41660153852648,124.3324450277324,190.43136489404816,0.07683985845298924,0
35,Company_035,Finance,40.95049285034588,-73.65355179050303,28,5.979572466574641,0,,2015,0,,6.590890426093566,728.4291935751078,429.4763702913706,39.35339638843036,144.96523688043087,199.97022078913315,0.1367168660193272,0
35,Company_035,Finance,40.95049285034588,-73.65355179050303,28,5.979572466574641,0,,2016,0,,6.690932031661411,805.0722554080588,395.0096270595657,40.801718912767704,170.71069754361673,230.543268341245,0.10004160556784569,0
35,Company_035,Finance,40.95049285034588,-73.65355179050303,28,5.979572466574641,0,,2017,0,,6.8020756049291355,899.7128032774027,471.08903149593453,39.22571059675246,168.281864924556,296.899889774685,0.11114357326772417,0
35,Company_035,Finance,40.95049285034588,-73.65355179050303,28,5.979572466574641,0,,2018,0,,6.760224233586892,862.8356508317519,421.51246190076347,43.414369824457474,191.56599174657546,254.34980523031203,-0.04185137134224348,0
35,Company_035,Finance,40.95049285034588,-73.65355179050303,28,5.979572466574641,0,,2019,0,,6.931836073486321,1024.3730782622422,600.5921109987712,50.15847591875556,,293.1374422084341,0.17161183989942863,0
36,Company_036,Retail,49.0,-86.4965889381937,29,4.7532493487571434,1,2017.0,2010,0,-7.0,6.375390349169718,587.2146049433444,96.19317013955043,32.36888336901433,108.43458297856407,180.05220454479374,,0
36,Company_036,Retail,49.0,-86.4965889381937,29,4.7532493487571434,1,2017.0,2011,0,-6.0,5.859833808008338,350.6658613190879,113.53544028036202,17.93563276988896,70.44543201130907,124.70130044180841,-0.5155565411613807,0
36,Company_036,Retail,49.0,-86.4965889381937,29,4.7532493487571434,1,2017.0,2012,0,-5.0,5.796521561653877,329.1526291751189,150.60114945748344,15.48497382129851,65.9215437352649,92.90733105215435,-0.0633122463544602,0
36,Company_036,Retail,49.0,-86.4965889381937,29,4.7532493487571434,1,2017.0,2013,0,-4.0,6.252359550055461,519.2365450044584,116.43835528806711,25.32772860880127,105.51609451801534,167.9708480261484,0.4558379884015835,0
36,Company_036,Retail,49.0,-86.4965889381937,29,4.7532493487571434,1,2017.0,2014,0,-3.0,6.1056162342798,448.36885659945193,111.00641200007193,20.832148115983202,83.45958127088333,132.633262332363,-0.14674331577566058,0
36,Company_036,Retail,49.0,-86.4965889381937,29,4.7532493487571434,1,2017.0,2015,0,-2.0,6.101745159233125,446.6365422296873,156.96601734169116,24.5748142283808,93.92855909402199,118.10277293212488,-0.0038710750466757204,0
36,Company_036,Retail,49.0,-86.4965889381937,29,4.7532493487571434,1,2017.0,2016,0,-1.0,6.0933589997310955,442.9066385901327,115.85293206991946,22.610914708544204,93.89519826630693,128.80384414989945,-0.008386159502029145,1
36,Company_036,Retail,49.0,-86.4965889381937,29,4.7532493487571434,1,2017.0,2017,1,0.0,6.566666951993914,710.9961052882355,157.57314212362218,42.67002052663879,161.94562862109555,224.20316483056536,0.4733079522628181,1
36,Company_036,Retail,49.0,-86.4965889381937,29,4.7532493487571434,1,2017.0,2018,1,1.0,6.335740064185893,564.386931021875,142.00634155336326,30.710860735764474,115.74183617508497,189.4801447443879,-0.23092688780802018,1
36,Company_036,Retail,49.0,-86.4965889381937,29,4.7532493487571434,1,2017.0,2019,1,2.0,6.907373103895938,999.6178979333966,141.0819554562657,60.66385347845616,219.59539128867175,320.0517205883102,0.5716330397100444,0
37,Company_037,Technology,37.84966602398294,-124.43370978471847,39,3.213044754196027,0,,2010,0,,5.7098035802234595,301.8117806578357,27.611620342823816,43.383139960403724,61.1318766512518,106.44078159985264,,0
37,Company_037,Technology,37.84966602398294,-124.43370978471847,39,3.213044754196027,0,,2011,0,,5.725820697179218,306.68485738612736,21.677683102946297,44.379022924310746,61.67177351826283,83.23658875286644,0.01601711695575858,0
37,Company_037,Technology,37.84966602398294,-124.43370978471847,39,3.213044754196027,0,,2012,0,,5.623211543380293,276.7768382445659,25.52774516593565,43.411193896164754,55.993929525890856,77.92104213460202,-0.10260915379892488,0
37,Company_037,Technology,37.84966602398294,-124.43370978471847,39,3.213044754196027,0,,2013,0,,6.23049501135035,508.0068904428393,30.04977283805535,77.43345206961634,102.79562874670964,152.05815604845625,0.6072834679700572,0
37,Company_037,Technology,37.84966602398294,-124.43370978471847,39,3.213044754196027,0,,2014,0,,5.713053495429035,302.794238941352,29.47722666857336,46.41988843750561,61.073608086683684,96.53050812341303,-0.5174415159213153,0
37,Company_037,Technology,37.84966602398294,-124.43370978471847,39,3.213044754196027,0,,2015,0,,6.013651706615032,408.97405000730686,25.21081283546554,54.15719393266674,82.56070989322937,121.78699357369908,0.3005982111859966,0
37,Company_037,Technology,37.84966602398294,-124.43370978471847,39,3.213044754196027,0,,2016,0,,5.955976790814193,386.05382039262264,25.424192528379393,51.53093911718363,77.79428128277185,116.69139659527517,-0.05767491580083828,0
37,Company_037,Technology,37.84966602398294,-124.43370978471847,39,3.213044754196027,0,,2017,0,,6.275832917011498,531.5689502424664,31.292914876700113,80.55743088336672,103.4930588120001,158.63226616597612,0.31985612619730475,0
37,Company_037,Technology,37.84966602398294,-124.43370978471847,39,3.213044754196027,0,,2018,0,,6.38769722934098,594.4860372674009,27.57279141919051,93.59328608656257,112.1859279545863,161.49940298439023,0.11186431232948202,0
37,Company_037,Technology,37.84966602398294,-124.43370978471847,39,3.213044754196027,0,,2019,0,,6.575470031912114,717.2826908845428,31.512878447104185,104.04893601408659,122.9109836160009,204.69373763753583,0.18777280257113382,0
38,Company_038,Retail,45.84830412950745,-106.26769136995892,24,3.304357920319205,0,,2010,0,,5.460108064063574,235.12283132101595,29.87722301835139,11.794670519906198,46.51584824769093,62.801880530611626,,0
38,Company_038,Retail,45.84830412950745,-106.26769136995892,24,3.304357920319205,0,,2011,0,,5.651949200569822,284.84614732823195,22.698824078442414,14.354496544684507,60.46513424797342,92.15041026290591,0.19184113650624823,0
38,Company_038,Retail,45.84830412950745,-106.26769136995892,24,3.304357920319205,0,,2012,0,,5.56304781551862,260.6159363930011,31.94967786187874,13.379568457603883,51.82332053985666,77.09783376822466,-0.08890138505120238,0
38,Company_038,Retail,45.84830412950745,-106.26769136995892,24,3.304357920319205,0,,2013,0,,5.713968700939617,303.07148474649614,28.346735163770283,15.274440759238109,60.00376794039083,93.22727249486091,0.15092088542099713,0
38,Company_038,Retail,45.84830412950745,-106.26769136995892,24,3.304357920319205,0,,2014,0,,5.611366004533581,273.51760922752607,31.46717652334049,14.201863197981133,51.11333806148531,84.2588508680189,-0.10260269640603603,0
38,Company_038,Retail,45.84830412950745,-106.26769136995892,24,3.304357920319205,0,,2015,0,,5.9115558700118775,369.28026076058995,29.596797693111814,18.37153106192761,69.89043624428326,127.0127987062107,0.3001898654782966,0
38,Company_038,Retail,45.84830412950745,-106.26769136995892,24,3.304357920319205,0,,2016,0,,5.949320685077001,383.4927382161798,30.788258550680858,20.153294424486823,72.14813203619873,123.18139393301304,0.03776481506512308,0
38,Company_038,Retail,45.84830412950745,-106.26769136995892,24,3.304357920319205,0,,2017,0,,5.834984861647329,342.05955579288894,36.92726733697506,17.803918553946012,67.29837508673727,96.95044830581452,-0.11433582342967163,0
38,Company_038,Retail,45.84830412950745,-106.26769136995892,24,3.304357920319205,0,,2018,0,,5.97789921557436,394.61050517544817,36.58316170667352,18.543088276057208,79.894881578659,104.52829860641009,0.142914353927031,0
38,Company_038,Retail,45.84830412950745,-106.26769136995892,24,3.304357920319205,0,,2019,0,,5.89327909813823,362.5923128953022,35.51270292964133,18.95956212310176,70.19431833818237,106.54905173788552,-0.0846201174361303,0
39,Company_039,Manufacturing,46.33614749488222,-78.2079308189335,37,5.9513604443964345,0,,2010,0,,6.532797667248724,687.3184124096016,343.3868645970791,30.407013165316204,140.46187547034833,441.26195873393215,,0
39,Company_039,Manufacturing,46.33614749488222,-78.2079308189335,37,5.9513604443964345,0,,2011,0,,6.6732870168286045,790.9913378546413,304.2019082187658,40.89090079180269,172.01094692867846,520.9825942779582,0.14048934957988024,0
39,Company_039,Manufacturing,46.33614749488222,-78.2079308189335,37,5.9513604443964345,0,,2012,0,,6.442775540756114,628.147832450107,412.3901329842828,31.175953892551917,112.8019763520703,361.18448761925265,-0.23051147607249067,0
39,Company_039,Manufacturing,46.33614749488222,-78.2079308189335,37,5.9513604443964345,0,,2013,0,,6.684275875035598,799.7313630078822,443.7981030826959,41.910832451783186,170.52510822030152,512.5586995662112,0.24150033427948436,0
39,Company_039,Manufacturing,46.33614749488222,-78.2079308189335,37,5.9513604443964345,0,,2014,0,,6.57831989722311,719.3297655014596,341.0830173631023,38.13392058324519,140.49313987543812,425.6109574880291,-0.10595597781248856,0
39,Company_039,Manufacturing,46.33614749488222,-78.2079308189335,37,5.9513604443964345,0,,2015,0,,6.551925041634758,700.5915444195085,346.6613448288312,34.75157486577404,128.40254072059207,377.54876837054945,-0.026394855588351973,0
39,Company_039,Manufacturing,46.33614749488222,-78.2079308189335,37,5.9513604443964345,0,,2016,0,,6.443456874376939,628.5759565183029,366.17071460541524,30.5779077139748,116.085654577147,373.477898824545,-0.10846816725781849,0
39,Company_039,Manufacturing,46.33614749488222,-78.2079308189335,37,5.9513604443964345,0,,2017,0,,6.726997377311863,834.6373985581643,401.2408843430942,44.1681570777824,165.91916682203532,478.4986702748272,0.2835405029349243,0
39,Company_039,Manufacturing,46.33614749488222,-78.2079308189335,37,5.9513604443964345,0,,2018,0,,6.52806952010976,684.0763403610592,410.38066329755594,34.95878079486969,,411.3566621398931,-0.19892785720210338,0
39,Company_039,Manufacturing,46.33614749488222,-78.2079308189335,37,5.9513604443964345,0,,2019,0,,6.731475856496523,838.3836873509972,455.79214862209534,40.23533585106494,146.28591169692743,520.341417783743,0.2034063363867631,0
40,Company_040,Retail,49.0,-86.905861976245,42,2.752556543942104,0,,2010,0,,5.415316416201928,224.8236722777037,17.728213540704065,11.530347442079847,44.30999355410326,70.85941211934245,,0
40,Company_040,Retail,49.0,-86.905861976245,42,2.752556543942104,0,,2011,0,,5.289318703275454,198.20834070492293,18.12838725757069,10.72857896511844,38.66800925237157,60.09534904311712,-0.12599771292647421,0
40,Company_040,Retail,49.0,-86.905861976245,42,2.752556543942104,0,,2012,0,,5.284939095438889,197.34216404425294,15.769699935211685,9.97416204789176,36.02800409310506,60.88959877907987,-0.004379607836564325,0
40,Company_040,Retail,49.0,-86.905861976245,42,2.752556543942104,0,,2013,0,,5.40610046457764,222.7612264878973,14.932207079728748,11.122776247939555,47.89649974843552,61.85977334387741,0.12116136913875053,0
40,Company_040,Retail,49.0,-86.905861976245,42,2.752556543942104,0,,2014,0,,5.640228402244362,281.5270125340582,15.353228723064866,14.09937079382965,54.73288431239685,75.3968591137103,0.23412793766672202,0
40,Company_040,Retail,49.0,-86.905861976245,42,2.752556543942104,0,,2015,0,,5.603775290120285,271.4492751667152,16.273365488067135,13.38036613134596,56.97479388671633,78.27580794519008,-0.03645311212407698,0
40,Company_040,Retail,49.0,-86.905861976245,42,2.752556543942104,0,,2016,0,,5.804740703349631,331.86912963233834,15.745762561139495,17.87799224339417,65.84446879672409,107.73706579076672,0.2009654132293459,0
40,Company_040,Retail,49.0,-86.905861976245,42,2.752556543942104,0,,2017,0,,6.016848238104818,410.2834400750275,17.45064388632549,19.49085305033666,85.7764611482868,122.55203932348314,0.2121075347551873,0
40,Company_040,Retail,49.0,-86.905861976245,42,2.752556543942104,0,,2018,0,,5.694047345191374,297.09363105321404,19.325481066336994,14.868463715405401,60.16626932005942,82.68490704906226,-0.3228008929134445,0
40,Company_040,Retail,49.0,-86.905861976245,42,2.752556543942104,0,,2019,0,,6.0196183955696645,411.42156547473064,18.409124623977586,20.914414458027014,90.14798000432312,135.673428831944,0.3255710503782909,0
41,Company_041,Manufacturing,43.3834539966501,-78.86408375481989,38,6.95051772199481,0,,2010,0,,6.63173894107186,758.8005334449349,1083.5563176083328,41.41151592015513,140.2580680831348,428.37497555630364,,0
41,Company_041,Manufacturing,43.3834539966501,-78.86408375481989,38,6.95051772199481,0,,2011,0,,6.56750897219177,711.5950304876565,,35.13803829742072,144.08232978729632,430.35782067319354,-0.06422996888009003,0
41,Company_041,Manufacturing,43.3834539966501,-78.86408375481989,38,6.95051772199481,0,,2012,0,,6.603527874182247,737.6930924249418,,37.3684614132058,146.69788365797862,490.9942477178616,0.0360189019904773,0
41,Company_041,Manufacturing,43.3834539966501,-78.86408375481989,38,6.95051772199481,0,,2013,0,,6.57381753658091,716.0983634040266,1149.8126201943387,36.70683413091739,130.30562281464165,415.66942643760564,-0.02971033760133679,0
41,Company_041,Manufacturing,43.3834539966501,-78.86408375481989,38,6.95051772199481,0,,2014,0,,6.784284507876896,883.8474747513563,772.7313189530703,45.214960703102335,168.36305345484251,531.962207509326,0.21046697129598524,0
41,Company_041,Manufacturing,43.3834539966501,-78.86408375481989,38,6.95051772199481,0,,2015,0,,6.59444746258801,731.0248564973408,1040.1279689955122,39.108260680902205,144.23086857887904,493.811589656864,-0.18983704528888534,0
41,Company_041,Manufacturing,43.3834539966501,-78.86408375481989,38,6.95051772199481,0,,2016,0,,6.5552050180664425,702.8932408649716,1143.4679397586997,35.739743016168724,136.2921526265241,498.9691473706038,-0.039242444521567776,0
41,Company_041,Manufacturing,43.3834539966501,-78.86408375481989,38,6.95051772199481,0,,2017,0,,6.795300587473858,893.6378355737478,1514.4640360046035,44.81166059159736,181.6350978212453,515.9088058489117,0.2400955694074156,0
41,Company_041,Manufacturing,43.3834539966501,-78.86408375481989,38,6.95051772199481,0,,2018,0,,6.986538810084298,1081.970083847039,1107.8843546628402,53.20294841267177,238.70218082913618,699.9899664648996,0.19123822261043966,0
41,Company_041,Manufacturing,43.3834539966501,-78.86408375481989,38,6.95051772199481,0,,2019,0,,6.963225359453887,1057.0373905392319,1130.086204516242,52.56035881751302,202.78626458742056,682.2090669775293,-0.023313450630411126,0
42,Company_042,Retail,25.0,-100.59678784475544,23,5.755395596217227,1,2017.0,2010,0,-7.0,6.10523752867882,448.1990889501612,277.74432853841034,21.787358080089085,87.45142471312775,149.54161056820354,,0
42,Company_042,Retail,25.0,-100.59678784475544,23,5.755395596217227,1,2017.0,2011,0,-6.0,6.223487630491499,504.4595360298728,310.41251637087777,23.579567690710174,93.48387017463956,147.5069313418395,0.11825010181267892,0
42,Company_042,Retail,25.0,-100.59678784475544,23,5.755395596217227,1,2017.0,2012,0,-5.0,6.466070389344086,642.952204439919,333.9583500644204,34.062434707895996,134.95135951826597,174.0743947499469,0.2425827588525875,0
